site_unique,site_location_name,established_date,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,outcrop_lithology,other_outcrop_lithology,site_location_visit_id,visit_start_date,visit_end_date,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number,x,y
NSAMDD0027-57087,NSAMDD0027,2014-08-13T09:26:55Z,MDD,LOW,HSL,12,270,QU,QU,57087,2014-08-13T09:26:55Z,2014-08-13T09:26:55Z,S,1,S,Z,6,1L,DRY,DRY,1,17,3,233034,6513002,55,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-31.4869194444444,144.189633333333,SW,NSW,2014-08-13,1,144.189633333333,-31.4869194444444
NSAMDD0028-56988,NSAMDD0028,2014-08-13T15:02:08Z,MDD,SAN,PLA,0,"",,,56988,2014-08-13T15:02:08Z,2014-08-13T15:02:08Z,G,2,P,ND,7,0,DRY,FFR,1,17,1,232484,6512605,55,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-31.4914388888889,144.182816666667,SW,NSW,2014-08-13,1,144.182816666667,-31.4914388888889
NSAMDD0029-57088,NSAMDD0029,2014-08-14T10:39:55Z,MDD,ALP,DUS,1,360,,NC,57088,2014-08-14T10:39:55Z,2014-08-14T10:39:55Z,n/a,X,n/a,D,3,NC,DRY,DRY,3,17,3,249559,6530657,55,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-31.3325166666667,144.366963888889,SW,NSW,2014-08-14,1,144.366963888889,-31.3325166666667
NSAMDD0030-56989,NSAMDD0030,2014-08-14T14:47:24Z,MDD,PLA,DDE,0,"",,,56989,2014-08-14T14:47:24Z,2014-08-14T14:47:24Z,n/a,X,n/a,U,3,1L,DRY,DRY,1,17,1,249118,6532159,55,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-31.3179277777778,144.363766666667,SW,NSW,2014-08-14,1,144.363766666667,-31.3179277777778
NSAMDD0031-58572,NSAMDD0031,2018-04-11T09:17:00Z,MDD,SAN,SWL,0,"",,NAP,58572,2018-04-11T10:34:32Z,2018-04-11T10:34:32Z,n/a,X,n/a,ND,3,1M,DRY,DRY,30,31,30,358485,6393575,55,GDA94,DGPS,P,"",TRUE,TRUE,TRUE,-32.5862694444444,145.492225,SW,NSW,2018-04-11,1,145.492225,-32.5862694444444
NSAMDD0032-58573,NSAMDD0032,2018-04-12T09:39:00Z,COP,PLA,PLA,0,"",,NAP,58573,2018-04-12T09:18:03Z,2018-04-12T09:18:03Z,W,1,S,ND,4,1M,DRY,DRY,30,31,30,352052,6376078,55,GDA94,DGPS,PA,"",TRUE,TRUE,TRUE,-32.7432472222222,145.420908333333,SW,NSW,2018-04-12,1,145.420908333333,-32.7432472222222
NSAMUL0001-58549,NSAMUL0001,2018-04-14T09:11:07Z,MUL,SAN,PLA,0,"",,NC,58549,2018-04-14T09:11:07Z,2018-04-14T09:11:07Z,n/a,X,n/a,ND,3,1M,WET,DRY,1,31,1,306533,6763092,55,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-29.2461944444444,145.009269444444,SW,NSW,2018-04-14,1,145.009269444444,-29.2461944444444
NSAMUL0002-58559,NSAMUL0002,2018-04-14T15:09:46Z,MUL,PLA,PLA,0,"",,NAP,58559,2018-04-14T15:09:46Z,2018-04-14T15:09:46Z,n/a,1,n/a,VM,4,1L,WET,DRY,1,31,1,309697.484,6767139.289,55,GDA94,"",P,"",TRUE,TRUE,TRUE,-29.21015,145.042447222222,SW,NSW,2018-04-14,1,145.042447222222,-29.21015
NSAMUL0003-58550,NSAMUL0003,2018-04-15T10:29:41Z,MUL,PLA,SWP,0,"",,NC,58550,2018-04-15T10:29:41Z,2018-04-15T10:29:41Z,W,3,P,VM,2,1L,WET,DRY,1,31,1,311075,6769850,55,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-29.1858916666667,145.057058333333,SW,NSW,2018-04-15,1,145.057058333333,-29.1858916666667
NSAMUL0004-58560,NSAMUL0004,2018-04-15T14:47:42Z,MUL,PLA,PLA,0,"",,NC,58560,2018-04-15T14:47:42Z,2018-04-15T14:47:42Z,W,2,S,Z,4,3,WET,DRY,1,31,1,312008.038,6771630.426,55,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-29.1699861111111,145.066908333333,SW,NSW,2018-04-15,1,145.066908333333,-29.1699861111111
NSANAN0001-58583,NSANAN0001,2018-05-16T12:27:00Z,NAN,MOU,HSL,0,"",,NAP,58583,2018-05-16T14:53:06Z,2018-05-16T14:53:06Z,n/a,0,n/a,ND,2,0,DRY,DRY,1,31,1,226116.015,6646345.842,56,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-30.2837416666667,150.152725,SW,NSW,2018-05-16,1,150.152725,-30.2837416666667
NSANAN0002-58561,NSANAN0002,2018-05-16T14:46:51Z,NAN,MOU,HSL,5,180,,,58561,2018-05-16T14:46:51Z,2018-05-16T14:46:51Z,n/a,0,n/a,O,2,0,DRY,BurntR,13,13,13,226050,6646491,56,GDA94,"",PA,"",TRUE,TRUE,TRUE,-30.2822805555556,150.152063888889,SW,NSW,2018-05-16,1,150.152063888889,-30.2822805555556
NSANET0001-58584,NSANET0001,2018-05-18T13:27:00Z,NET,RIS,HSL,3,315,GN,,58584,2018-05-18T09:05:18Z,2018-05-18T09:05:18Z,n/a,X,n/a,O,2,0,DRY,DRY,1,31,1,374453,6762900,56,GDA94,TABLET,PA,"",TRUE,TRUE,TRUE,-29.2564805555556,151.707944444444,SW,NSW,2018-05-18,1,151.707944444444,-29.2564805555556
NSANET0002-58710,NSANET0002,2019-03-13T11:05:34Z,NET,MOU,HCR,2,300,AD,,58710,2019-03-13T11:05:34Z,2019-03-13T11:05:34Z,n/a,X,n/a,AM,3,0,DRY,DRY,1,32,1,368951.8,6635344,56,WGS84,TABLET,PA,NC,TRUE,TRUE,TRUE,-30.406733,151.635807,SW,NSW,2019-03-13,1,151.635807,-30.406733
NSANET0003-58725,NSANET0003,2019-03-14T09:10:27Z,NET,MOU,HSL,3,315,AD,,58725,2019-03-14T09:10:27Z,2019-03-14T09:10:27Z,n/a,X,n/a,AM,3,0,DRY,DRY,30,32,30,367908.7,6635872.8,56,WGS84,TABLET,PA,NC,TRUE,TRUE,TRUE,-30.4019161111111,151.623736111111,SW,NSW,2019-03-14,1,151.623736111111,-30.4019161111111
NSANET0004-58706,NSANET0004,2019-03-14T16:06:37Z,NET,HIL,HSL,4,135,AD,,58706,2019-03-14T16:06:37Z,2019-03-14T16:06:37Z,n/a,X,n/a,AM,1,0,DRY,DRY,1,32,1,366675.9,6634045.9,56,WGS84,"",P,NC,TRUE,TRUE,TRUE,-30.4182111111111,151.610930555556,SW,NSW,2019-03-14,1,151.610930555556,-30.4182111111111
NSANSS0001-58579,NSANSS0001,2018-05-09T10:42:00Z,NSS,RIS,DDE,2,180,,NAP,58579,2018-05-09T15:45:00Z,2018-05-09T15:45:00Z,n/a,X,n/a,Z,3,0,DRY,DRY,1,31,1,626254,6375643,55,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-32.7498555555556,148.347694444444,SW,NSW,2018-05-09,1,148.347694444444,-32.7498555555556
NSANSS0002-58562,NSANSS0002,2018-05-09T15:24:22Z,NSS,LOW,FAN,2,180,,NC,58562,2018-05-09T15:24:22Z,2018-05-09T15:24:22Z,n/a,X,n/a,ND,2,0,DRY,DRY,1,31,1,623902.84,6366197.526,55,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-32.8352299647222,148.323979966389,SW,NSW,2018-05-09,1,148.323979966389,-32.8352299647222
NSTNSS0001-57641,NSTNSS0001,2015-11-18T12:04:14Z,NSS,ESC,HSL,8,315,SA,,57641,2015-11-18T12:04:14Z,2015-11-18T12:04:14Z,S,1,P,ND,3,0,WET,FFR,1,2,1,241272,6335997,56,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-33.0839138888889,150.228138888889,SW,NSW,2015-11-18,1,150.228138888889,-33.0839138888889
NSTSYB0001-58122,NSTSYB0001,2015-11-11T12:11:06Z,SYB,HIL,HSL,3,90,SA,,58122,2015-11-11T12:11:06Z,2015-11-11T12:11:06Z,n/a,X,n/a,Z,5,0,WET,FFR,1,2,1,327094,6272498,56,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-33.6733444444444,151.134961111111,SW,NSW,2015-11-11,1,151.134961111111,-33.6733444444444
NSTSYB0002-58008,NSTSYB0002,2015-11-12T11:50:49Z,SYB,HIL,HSL,3,90,SA,,58008,2015-11-12T11:50:49Z,2015-11-12T11:50:49Z,n/a,X,n/a,Z,5,0,WET,FFR,1,2,1,279697,6280356,56,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-33.5947055555556,150.625916666667,SW,NSW,2015-11-12,1,150.625916666667,-33.5947055555556
NSTSYB0003-58414,NSTSYB0003,2015-11-14T11:47:52Z,SYB,MOU,HCR,5,"",SA,NC,58414,2015-11-14T11:47:52Z,2015-11-14T11:47:52Z,n/a,X,n/a,O,3,0,WET,FFR,1,2,1,273942,6287667,56,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-33.5266944444444,150.565833333333,SW,NSW,2015-11-14,1,150.565833333333,-33.5266944444444
NSTSYB0004-58493,NSTSYB0004,2015-11-15T13:42:38Z,SYB,MOU,HSL,5,45,,NC,58493,2015-11-15T13:42:38Z,2015-11-15T13:42:38Z,n/a,X,n/a,Z,4,NC,WET,FFR,1,2,1,264365,6267644,56,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-33.7050222222222,150.456416666667,SW,NSW,2015-11-15,1,150.456416666667,-33.7050222222222
NSTSYB0005-58501,NSTSYB0005,2015-11-17T11:33:02Z,SYB,MOU,HSL,6,302,SA,NC,58501,2015-11-17T11:33:02Z,2015-11-17T11:33:02Z,n/a,X,n/a,Z,5,0,WET,FFR,1,2,1,251481,6273668,56,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-33.6479138888889,150.319194444444,SW,NSW,2015-11-17,1,150.319194444444,-33.6479138888889
NSTSYB0006-58502,NSTSYB0006,2015-11-19T09:36:46Z,SYB,PLT,HSL,2,90,,NC,58502,2015-11-19T09:36:46Z,2015-11-19T09:36:46Z,n/a,X,n/a,NH,5,0,WET,FFR,1,2,1,244083,6310951,56,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-33.3110111111111,150.251194444444,SW,NSW,2015-11-19,1,150.251194444444,-33.3110111111111
NSTSYB0007-58496,NSTSYB0007,2015-11-20T09:31:17Z,SYB,PLT,PLA,1,315,,,58496,2015-11-20T09:31:17Z,2015-11-20T09:31:17Z,n/a,X,n/a,NH,5,0,WET,FFR,1,2,1,233757,6308547,56,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-33.3293666666667,150.139719444444,SW,NSW,2015-11-20,1,150.139719444444,-33.3293666666667
NSTSYB0008-58503,NSTSYB0008,2015-11-21T13:03:00Z,SYB,HIL,HSL,9,155,SA,NC,58503,2015-11-21T13:03:00Z,2015-11-21T13:03:00Z,G,1,P,NH,4,0,WET,AVG,1,2,1,222938,6320345,56,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-33.22035,150.027222222222,SW,NSW,2015-11-21,1,150.027222222222,-33.22035
NSTSYB0009-57649,NSTSYB0009,2015-11-20T00:00:00Z,SYB,MOU,HSL,10,315,,NC,57649,2015-11-20T00:00:00Z,2015-11-20T00:00:00Z,n/a,X,n/a,Z,4,0,WET,FFR,1,2,1,255400,6281419,56,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-33.5788305555556,150.364622222222,SW,NSW,2015-11-20,1,150.364622222222,-33.5788305555556
NTAARP0001-58422,NTAARP0001,2016-06-02T08:52:59Z,ARP,SAN,PLA,0,"",,NC,58422,2016-06-02T08:52:59Z,2016-06-02T08:52:59Z,n/a,X,n/a,AM,5,0,DRY,AVG,1,2,1,204648,8499580,53,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-13.5572916666667,132.270091666667,SW,NT,2016-06-02,1,132.270091666667,-13.5572916666667
NTAARP0002-58423,NTAARP0002,2016-06-02T17:24:35Z,ARP,SAN,PLA,1,"",,,58423,2016-06-02T17:24:35Z,2016-06-02T17:24:35Z,n/a,X,n/a,AM,5,0,DRY,AVG,1,2,1,207154,8500913,53,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-13.5456111111111,132.294363888889,SW,NT,2016-06-02,1,132.294363888889,-13.5456111111111
NTAARP0003-58424,NTAARP0003,2016-06-03T14:50:55Z,ARP,LOW,HSL,3,45,SA,NC,58424,2016-06-03T14:50:55Z,2016-06-03T14:50:55Z,n/a,X,n/a,AM,4,0,DRY,BurntR,1,2,1,224841,8504253,53,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-13.5169694444444,132.457058333333,SW,NT,2016-06-03,1,132.457058333333,-13.5169694444444
NTAARP0004-58918,NTAARP0004,2018-03-04T00:00:00Z,ARP,RIS,HSL,4,150,FC,NC,58918,2021-06-06T00:00:00Z,2021-06-06T00:00:00Z,n/a,X,n/a,Z,5,0,DRY,DRY,49,48,30,281343.04,8596103.05,53,WGS84,TABLET,P,4 TE AB EA AI BFKKV,TRUE,TRUE,TRUE,-12.6917831785377,132.986464155063,SW,NT,2021-06-06,2,132.986464155063,-12.6917831785377
NTAARP0004-58932,NTAARP0004,2018-03-04T00:00:00Z,ARP,RIS,HSL,4,150,FC,NC,58932,2018-03-04T00:00:00Z,2018-03-04T00:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.6917831785377,132.986464155063,SW,NT,2018-03-04,1,132.986464155063,-12.6917831785377
NTAARP0005-58919,NTAARP0005,2018-03-26T12:00:00Z,ARP,LOW,HCR,3,135,,,58919,2021-06-04T00:00:00Z,2021-06-04T00:00:00Z,NC,NC,NC,TM,5,0,DRY,DRY,30,48,30,281321.6,8592209.8,53,WGS84,TABLET,P,4 KA AA AF AI BEKM-,TRUE,TRUE,TRUE,-12.727229,132.98496,SW,NT,2021-06-04,2,132.98496,-12.727229
NTAARP0005-58933,NTAARP0005,2018-03-26T12:00:00Z,ARP,LOW,HCR,3,135,,,58933,2018-03-23T00:00:00Z,2018-03-23T00:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",NC,NC,TRUE,TRUE,TRUE,-12.727229,132.98496,SW,NT,2018-03-23,1,132.98496,-12.727229
NTABRT0001-53616,NTABRT0001,2012-03-19T00:00:00Z,BRT,PLA,PLA,0,0,NC,NC,53616,2012-03-19T00:00:00Z,2012-03-19T00:00:00Z,NC,NC,NC,NC,7,NC,WET,FFR,1,2,1,319429,7534733,53,WGS84,DGPS,P,3TEINAOARAEKK-,TRUE,TRUE,TRUE,-22.2836,133.247327777778,SW,NT,2012-03-19,1,133.247327777778,-22.2836
NTABRT0001-58861,NTABRT0001,2012-03-19T00:00:00Z,BRT,PLA,PLA,0,0,NC,NC,58861,2020-08-01T12:21:49Z,2020-08-01T12:21:49Z,n/a,X,n/a,TM,5,0,DRY,DRY,1,45,1,319423.708,7534837.174,53,WGS84,TABLET,P,3 KA AA AH CD AEKMX,TRUE,TRUE,TRUE,-22.2836,133.247327777778,SW,NT,2020-08-01,2,133.247327777778,-22.2836
NTABRT0002-53617,NTABRT0002,2012-03-19T12:00:00Z,BRT,PLA,PLA,0,0,NC,NC,53617,2012-03-21T12:00:00Z,2012-03-21T12:00:00Z,NC,NC,NC,T,5,0,WET,FFR,1,2,1,319775,7534729,53,WGS84,GPS,PA,3TEINAOARAEKL-,TRUE,TRUE,TRUE,-22.2836694444444,133.250630555556,SW,NT,2012-03-21,1,133.250630555556,-22.2836694444444
NTABRT0002-58862,NTABRT0002,2012-03-19T12:00:00Z,BRT,PLA,PLA,0,0,NC,NC,58862,2020-07-31T15:47:57Z,2020-07-31T15:47:57Z,n/a,X,n/a,TM,5,0,DRY,DRY,1,45,1,319763.8,7534824.8,53,WGS84,TABLET,P,3 KA AA AH CD AEKLX,TRUE,TRUE,TRUE,-22.2836694444444,133.250630555556,SW,NT,2020-07-31,2,133.250630555556,-22.2836694444444
NTABRT0003-53618,NTABRT0003,2012-03-22T00:00:00Z,BRT,PLA,PLA,0,0,NC,NC,53618,2012-03-22T00:00:00Z,2012-03-22T00:00:00Z,n/a,X,n/a,TM,5,0,WET,FFR,1,2,1,321747,7534866,53,WGS84,DGPS,PA,3TEINARAOAELK-,TRUE,TRUE,TRUE,-22.2835805555556,133.269858333333,SW,NT,2012-03-22,1,133.269858333333,-22.2835805555556
NTABRT0003-58872,NTABRT0003,2012-03-22T00:00:00Z,BRT,PLA,PLA,0,0,NC,NC,58872,2020-08-01T16:58:47Z,2020-08-01T16:58:47Z,n/a,X,n/a,TM,5,0,DRY,DRY,1,45,1,321746.1,7534859.5,53,WGS84,TABLET,P,3 KA AA AH CD AEKMX,TRUE,TRUE,TRUE,-22.2835805555556,133.269858333333,SW,NT,2020-08-01,2,133.269858333333,-22.2835805555556
NTABRT0004-53619,NTABRT0004,2012-03-03T12:00:00Z,BRT,PLA,PLA,0,0,NC,NC,53619,2012-03-23T12:00:00Z,2012-03-23T12:00:00Z,NC,NC,NC,T,5,0,WET,FFR,1,2,1,357473,7534439,53,WGS84,DGPS,PA,3TEINAOARAEKL-,TRUE,TRUE,TRUE,-22.2898083333333,133.616422222222,SW,NT,2012-03-23,1,133.616422222222,-22.2898083333333
NTABRT0004-58873,NTABRT0004,2012-03-03T12:00:00Z,BRT,PLA,PLA,0,0,NC,NC,58873,2020-08-08T18:45:56Z,2020-08-08T18:45:56Z,n/a,X,n/a,Z,5,1L,DRY,DRY,1,45,1,357460.7,7534429.8,53,WGS84,TABLET,PA,3 KA AA AH CD BEMMX,TRUE,TRUE,TRUE,-22.2898083333333,133.616422222222,SW,NT,2020-08-08,2,133.616422222222,-22.2898083333333
NTABRT0005-53620,NTABRT0005,2012-03-24T00:00:00Z,BRT,SAN,PLA,0,0,NC,NC,53620,2012-03-24T00:00:00Z,2012-03-24T00:00:00Z,NC,NC,NC,T,5,0,WET,FFR,1,2,1,357024,7534296,53,WGS84,DGPS,P,3TEINAOARAEKL-,TRUE,TRUE,TRUE,-22.2910805555556,133.612075,SW,NT,2012-03-24,1,133.612075,-22.2910805555556
NTABRT0005-58863,NTABRT0005,2012-03-24T00:00:00Z,BRT,SAN,PLA,0,0,NC,NC,58863,2020-08-02T12:02:00Z,2020-08-02T12:02:00Z,W,1,A,TM,5,0,DRY,DRY,30,45,30,357019.6,7534293.1,53,WGS84,TABLET,PA,3 KA AA AH CD BEKMX,TRUE,TRUE,TRUE,-22.2910805555556,133.612075,SW,NT,2020-08-02,2,133.612075,-22.2910805555556
NTABRT0006-53621,NTABRT0006,2012-03-24T00:00:00Z,BRT,PLA,PLA,0,0,NC,NC,53621,2012-03-24T00:00:00Z,2012-03-24T00:00:00Z,NC,NC,NC,T,5,0,WET,FFR,1,2,1,357141,7534519,53,WGS84,DGPS,PA,3TEINAOARAEKL-,TRUE,TRUE,TRUE,-22.2890805555556,133.613255555556,SW,NT,2012-03-24,1,133.613255555556,-22.2890805555556
NTABRT0006-58864,NTABRT0006,2012-03-24T00:00:00Z,BRT,PLA,PLA,0,0,NC,NC,58864,2020-08-08T11:29:33Z,2020-08-08T11:29:33Z,n/a,X,n/a,Z,5,1L,DRY,DRY,30,45,30,357247.3,7534518.9,53,WGS84,TABLET,PA,3 KA AA AH CD BEMMX,TRUE,TRUE,TRUE,-22.2890805555556,133.613255555556,SW,NT,2020-08-08,2,133.613255555556,-22.2890805555556
NTABRT0007-58865,NTABRT0007,2020-08-07T13:59:44Z,BRT,PLA,PLA,0,0,,NC,58865,2020-08-07T13:59:44Z,2020-08-07T13:59:44Z,W,1,A,TM,5,1L,DRY,DRY,1,45,1,359803.7,7534720.4,53,WGS84,"",P,3 KA AA AH CD BEKMX,TRUE,TRUE,TRUE,-22.2883483,133.6380666,SW,NT,2020-08-07,1,133.6380666,-22.2883483
NTABRT0008-58866,NTABRT0008,2020-08-09T15:55:26Z,BRT,MOU,HCR,5,270,QU,QS,58866,2020-08-09T15:55:26Z,2020-08-09T15:55:26Z,n/a,X,n/a,Z,6,0,DRY,DRY,30,45,30,339717.7,7577066.1,53,WGS84,TABLET,P,3 RU CY CZ AI IKT,TRUE,TRUE,TRUE,-21.9042505,133.448367,SW,NT,2020-08-09,1,133.448367,-21.9042505
NTADAC0001-53518,NTADAC0001,2013-05-28T00:00:00Z,DAC,PLA,PLA,2,225,,,53518,2013-05-28T00:00:00Z,2013-05-28T00:00:00Z,n/a,X,n/a,J,5,0,DRY,AVG,11,11,11,692704.03,8544672.06,52,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-13.15835,130.777911111111,SW,NT,2013-05-28,1,130.777911111111,-13.15835
NTADAC0002-58039,NTADAC0002,2016-05-06T09:17:06Z,DAC,PLA,PLA,0,"",,,58039,2016-05-06T09:17:06Z,2016-05-06T09:17:06Z,n/a,X,n/a,TM,5,0,WET,AVG,1,2,1,211290,8590324,53,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-12.739225,132.340336111111,SW,NT,2016-05-06,1,132.340336111111,-12.739225
NTADMR0001-58868,NTADMR0001,2020-08-03T17:22:18Z,DMR,SAN,PLA,0,"",,,58868,2020-08-03T17:22:18Z,2020-08-03T17:22:18Z,W,1,A,TM,5,0,DRY,BurntR,1,45,1,454671.8,7860049.4,53,WGS84,TABLET,P,3 KA AA AG BU BEKM-,TRUE,TRUE,TRUE,-19.3530953,134.5673747,SW,NT,2020-08-03,1,134.5673747,-19.3530953
NTADMR0002-58869,NTADMR0002,2020-08-04T10:54:06Z,DMR,PLA,PLA,0,"",,NC,58869,2020-08-04T10:54:06Z,2020-08-04T10:54:06Z,n/a,X,n/a,TM,5,0,DRY,DRY,30,45,30,416409.2,7835345.7,53,WGS84,TABLET,P,3 DE AA ET BU BGMO-,TRUE,TRUE,TRUE,-19.5750838,134.2030725,SW,NT,2020-08-04,1,134.2030725,-19.5750838
NTAFIN0001-53519,NTAFIN0001,2013-10-22T00:00:00Z,MAC,FLO,PLA,0,"",,,53519,2011-10-20T12:00:00Z,2013-10-20T12:00:00Z,n/a,X,n/a,Z,4,0,DRY,DRY,1,2,1,344307,7331160,53,WGS84,DGPS,P,3TEINAOARAEKK-,TRUE,TRUE,TRUE,-24.1243027777778,133.467922222222,SW,NT,2011-10-20,1,133.467922222222,-24.1243027777778
NTAFIN0001-58009,NTAFIN0001,2013-10-22T00:00:00Z,MAC,FLO,PLA,0,"",,,58009,2016-03-04T00:00:00Z,2016-03-04T00:00:00Z,NC,NC,NC,NC,7,NC,DRY,AVG,1,11,1,,,53,WGS84,"",NC,"",TRUE,TRUE,TRUE,-24.1243027777778,133.467922222222,SW,NT,2016-03-04,2,133.467922222222,-24.1243027777778
NTAFIN0001-58735,NTAFIN0001,2013-10-22T00:00:00Z,MAC,FLO,PLA,0,"",,,58735,2019-05-26T15:22:10Z,2019-05-26T15:22:10Z,n/a,X,n/a,Z,2,1L,DRY,DRY,1,32,1,,,,WGS84,DGPS,NC,"",TRUE,TRUE,TRUE,-24.1243027777778,133.467922222222,SW,NT,2019-05-26,3,133.467922222222,-24.1243027777778
NTAFIN0002-53622,NTAFIN0002,2011-09-23T00:00:00Z,MAC,HIL,FAN,3,0,,NAP,53622,2011-09-23T00:00:00Z,2011-09-23T00:00:00Z,G,1,NC,U,5,0,DRY,DRY,1,2,1,340741,7343843,53,GDA94,GPS,P,3KAAA-CDAEKM-,TRUE,TRUE,TRUE,-24.0094222222222,133.434311111111,SW,NT,2011-09-23,1,133.434311111111,-24.0094222222222
NTAFIN0002-58018,NTAFIN0002,2011-09-23T00:00:00Z,MAC,HIL,FAN,3,0,,NAP,58018,2016-03-05T00:00:00Z,2016-03-05T00:00:00Z,NC,NC,NC,NC,7,NC,DRY,AVG,1,11,1,,,53,WGS84,"",NC,"",TRUE,TRUE,TRUE,-24.0094222222222,133.434311111111,SW,NT,2016-03-05,2,133.434311111111,-24.0094222222222
NTAFIN0002-58787,NTAFIN0002,2011-09-23T00:00:00Z,MAC,HIL,FAN,3,0,,NAP,58787,2019-05-28T11:50:00Z,2019-05-28T11:50:00Z,G,1,S,Z,3,0,DRY,DRY,1,32,1,,,,"","",NC,"",TRUE,TRUE,TRUE,-24.0094222222222,133.434311111111,SW,NT,2019-05-28,3,133.434311111111,-24.0094222222222
NTAFIN0003-53623,NTAFIN0003,2011-09-24T00:00:00Z,MAC,FLO,STC,2,180,QU,,53623,2011-09-24T00:00:00Z,2011-09-24T00:00:00Z,B,NC,NC,NC,6,0,DRY,DRY,1,2,1,345247,7330291,53,GDA94,"",P,3RUHHBXARGKU,TRUE,TRUE,TRUE,-24.1322027777778,133.477008333333,SW,NT,2011-09-24,1,133.477008333333,-24.1322027777778
NTAFIN0003-58017,NTAFIN0003,2011-09-24T00:00:00Z,MAC,FLO,STC,2,180,QU,,58017,2016-03-04T00:00:00Z,2016-03-04T00:00:00Z,NC,NC,NC,NC,7,NC,DRY,AVG,1,11,1,,,53,WGS84,"",NC,"",TRUE,TRUE,TRUE,-24.1322027777778,133.477008333333,SW,NT,2016-03-04,2,133.477008333333,-24.1322027777778
NTAFIN0003-58788,NTAFIN0003,2011-09-24T00:00:00Z,MAC,FLO,STC,2,180,QU,,58788,2019-05-25T14:16:31Z,2019-05-25T14:16:31Z,B,2,P,ND,2,0,DRY,DRY,30,32,30,,,,"","",NC,"",TRUE,TRUE,TRUE,-24.1322027777778,133.477008333333,SW,NT,2019-05-25,3,133.477008333333,-24.1322027777778
NTAFIN0004-53624,NTAFIN0004,2011-10-06T00:00:00Z,MAC,HIL,HCR,8,135,SA,M,53624,2011-10-06T00:00:00Z,2011-10-06T00:00:00Z,NC,NC,NC,NC,2,0,WET,DRY,1,2,1,335077,7324080,53,GDA94,DGPS,P,3RUCYCZAIIKT,TRUE,TRUE,TRUE,-24.1872416666667,133.376366666667,SW,NT,2011-10-06,1,133.376366666667,-24.1872416666667
NTAFIN0004-58010,NTAFIN0004,2011-10-06T00:00:00Z,MAC,HIL,HCR,8,135,SA,M,58010,2016-03-02T00:00:00Z,2016-03-02T00:00:00Z,NC,NC,NC,NC,7,NC,DRY,AVG,1,11,1,,,53,WGS84,"",NC,"",TRUE,TRUE,TRUE,-24.1872416666667,133.376366666667,SW,NT,2016-03-02,2,133.376366666667,-24.1872416666667
NTAFIN0004-58789,NTAFIN0004,2011-10-06T00:00:00Z,MAC,HIL,HCR,8,135,SA,M,58789,2019-05-26T08:56:27Z,2019-05-26T08:56:27Z,G,1,S,AM,3,0,DRY,DRY,30,32,30,,,,"","",NC,"",TRUE,TRUE,TRUE,-24.1872416666667,133.376366666667,SW,NT,2019-05-26,3,133.376366666667,-24.1872416666667
NTAFIN0005-53625,NTAFIN0005,2011-10-05T00:00:00Z,MAC,HIL,PLA,2,180,ME,,53625,2011-10-05T00:00:00Z,2011-10-05T00:00:00Z,S,1,NC,Z,5,1L,WET,DRY,1,2,1,334849,7323057,53,GDA94,DGPS,P,3TEINGFARAHL-,TRUE,TRUE,TRUE,-24.1965,133.373936111111,SW,NT,2011-10-05,1,133.373936111111,-24.1965
